id,observation_date,observation_time,pos,origin,destination,is_one_way,outbound_travel_stop_over,inbound_travel_stop_over,carrier,outbound_flight_no,inbound_flight_no,outbound_departure_date,outbound_departure_time,outbound_arrival_date,outbound_arrival_time,inbound_departure_date,inbound_departure_time,inbound_arrival_date,inbound_arrival_time,outbound_fare_basis,inbound_fare_basis,outbound_booking_class,inbound_booking_class,price_exc,price_inc,tax,currency,source,price_outbound,price_inbound,is_tax_inc_outin,search_class,outbound_fare_family,inbound_fare_family,outbound_seats,inbound_seats,los,outbound_flight_duration,inbound_flight_duration,outbound_marketing_carrier_list,inbound_marketing_carrier_list,outbound_operating_carrier_list,inbound_operating_carrier_list,reference
189,12/13/23,16:02,MX,PVR,LAX,0,DFW,DFW,AA,"AA0353,AA1669","AA1669,AA0353",9/8/24,11:27,9/8/24,17:45,9/10/24,18:30,9/11/24,10:07,"LNN0ADM1,LNN0ADM1","GNN0NDM1,GNN0NDM1","L,L","G,G",9136,11918,2782,MXN,Expedia,,,0,E,ECONOMY,ECONOMY,"0,0","0,0",2,438,877,"AA,AA","AA,AA","AA,AA","AA,AA",AS_TEST
190,12/13/23,16:02,MX,PVR,LAX,0,DFW,PHX,AA,"AA0353,AA1669","AA1675,AA0554",9/8/24,11:27,9/8/24,17:45,9/10/24,19:25,9/11/24,12:22,"LNN0ADM1,LNN0ADM1","GNN0NDM1,GNN0NDM1","L,L","G,G",9136,11918,2782,MXN,Expedia,,,0,E,ECONOMY,ECONOMY,"0,0","0,0",2,438,957,"AA,AA","AA,AA","AA,AA","AA,AA",AS_TEST
191,12/13/23,16:02,MX,PVR,LAX,0,DFW,DFW,AA,"AA0353,AA1669","AA1641,AA0353",9/8/24,11:27,9/8/24,17:45,9/10/24,23:59,9/11/24,10:07,"LNN0ADM1,LNN0ADM1","VNN0ADM1,VNN0ADM1","L,L","V,V",10387,13219,2832,MXN,Expedia,,,0,E,ECONOMY,ECONOMY,"0,0","0,0",2,438,548,"AA,AA","AA,AA","AA,AA","AA,AA",AS_TEST
192,12/13/23,16:02,MX,PVR,LAX,0,DFW,DFW,AA,"AA0353,AA1669","AA1641,AA1215",9/8/24,11:27,9/8/24,17:45,9/10/24,23:59,9/11/24,12:01,"LNN0ADM1,LNN0ADM1","LNN0ADM1,LNN0ADM1","L,L","L,L",11950,14844,2894,MXN,Expedia,,,0,E,ECONOMY,ECONOMY,"0,0","0,0",2,438,662,"AA,AA","AA,AA","AA,AA","AA,AA",AS_TEST
193,12/13/23,16:02,MX,PVR,LAX,0,DFW,DFW,AA,"AA0353,AA2023","AA0971,AA0353",9/8/24,11:27,9/8/24,18:39,9/10/24,0:55,9/10/24,10:07,"LNN0ADM1,LNN0ADM1","VNN0ADM1,VNN0ADM1","L,L","V,V",10387,13219,2832,MXN,Expedia,,,0,E,ECONOMY,ECONOMY,"0,0","0,0",2,492,492,"AA,AA","AA,AA","AA,AA","AA,AA",AS_TEST
194,12/13/23,16:02,MX,PVR,LAX,0,DFW,PHX,AA,"AA0353,AA2023","AA0852,AA0554",9/8/24,11:27,9/8/24,18:39,9/10/24,6:05,9/10/24,12:22,"LNN0ADM1,LNN0ADM1","ONN7ADM1,ONN7ADM1","L,L","O,O",7625,10346,2721,MXN,Expedia,,,0,E,ECONOMY,ECONOMY,"0,0","0,0",2,492,317,"AA,AA","AA,AA","AA,AA","AA,AA",AS_TEST
195,12/13/23,16:02,MX,PVR,LAX,0,DFW,DFW,AA,"AA0353,AA2023","AA1540,AA0353",9/8/24,11:27,9/8/24,18:39,9/10/24,15:30,9/11/24,10:07,"LNN0ADM1,LNN0ADM1","VNN0ADM1,VNN0ADM1","L,L","V,V",10387,13219,2832,MXN,Expedia,,,0,E,ECONOMY,ECONOMY,"0,0","0,0",2,492,1057,"AA,AA","AA,AA","AA,AA","AA,AA",AS_TEST
196,12/13/23,16:02,MX,PVR,LAX,0,DFW,DFW,AA,"AA0353,AA2023","AA2833,AA0353",9/8/24,11:27,9/8/24,18:39,9/10/24,16:25,9/11/24,10:07,"LNN0ADM1,LNN0ADM1","VNN0ADM1,VNN0ADM1","L,L","V,V",10387,13219,2832,MXN,Expedia,,,0,E,ECONOMY,ECONOMY,"0,0","0,0",2,492,1002,"AA,AA","AA,AA","AA,AA","AA,AA",AS_TEST
197,12/13/23,16:02,MX,PVR,LAX,0,DFW,PHX,AA,"AA0353,AA2023","AA0493,AA0554",9/8/24,11:27,9/8/24,18:39,9/10/24,16:35,9/11/24,12:22,"LNN0ADM1,LNN0ADM1","GNN0NDM1,GNN0NDM1","L,L","G,G",9136,11918,2782,MXN,Expedia,,,0,E,ECONOMY,ECONOMY,"0,0","0,0",2,492,1127,"AA,AA","AA,AA","AA,AA","AA,AA",AS_TEST
198,12/13/23,16:02,MX,PVR,LAX,0,DFW,DFW,AA,"AA0353,AA2023","AA1504,AA0353",9/8/24,11:27,9/8/24,18:39,9/10/24,17:30,9/11/24,10:07,"LNN0ADM1,LNN0ADM1","GNN0NDM1,GNN0NDM1","L,L","G,G",9136,11918,2782,MXN,Expedia,,,0,E,ECONOMY,ECONOMY,"0,0","0,0",2,492,937,"AA,AA","AA,AA","AA,AA","AA,AA",AS_TEST
199,12/13/23,16:02,MX,PVR,LAX,0,DFW,DFW,AA,"AA0353,AA2023","AA1669,AA0353",9/8/24,11:27,9/8/24,18:39,9/10/24,18:30,9/11/24,10:07,"LNN0ADM1,LNN0ADM1","GNN0NDM1,GNN0NDM1","L,L","G,G",9136,11918,2782,MXN,Expedia,,,0,E,ECONOMY,ECONOMY,"0,0","0,0",2,492,877,"AA,AA","AA,AA","AA,AA","AA,AA",AS_TEST
200,12/13/23,16:02,MX,PVR,LAX,0,DFW,PHX,AA,"AA0353,AA2023","AA1675,AA0554",9/8/24,11:27,9/8/24,18:39,9/10/24,19:25,9/11/24,12:22,"LNN0ADM1,LNN0ADM1","GNN0NDM1,GNN0NDM1","L,L","G,G",9136,11918,2782,MXN,Expedia,,,0,E,ECONOMY,ECONOMY,"0,0","0,0",2,492,957,"AA,AA","AA,AA","AA,AA","AA,AA",AS_TEST
201,12/13/23,16:02,MX,PVR,LAX,0,DFW,DFW,AA,"AA0353,AA2023","AA1641,AA0353",9/8/24,11:27,9/8/24,18:39,9/10/24,23:59,9/11/24,10:07,"LNN0ADM1,LNN0ADM1","VNN0ADM1,VNN0ADM1","L,L","V,V",10387,13219,2832,MXN,Expedia,,,0,E,ECONOMY,ECONOMY,"0,0","0,0",2,492,548,"AA,AA","AA,AA","AA,AA","AA,AA",AS_TEST
202,12/13/23,16:02,MX,PVR,LAX,0,DFW,DFW,AA,"AA0353,AA2023","AA1641,AA1215",9/8/24,11:27,9/8/24,18:39,9/10/24,23:59,9/11/24,12:01,"LNN0ADM1,LNN0ADM1","LNN0ADM1,LNN0ADM1","L,L","L,L",11950,14844,2894,MXN,Expedia,,,0,E,ECONOMY,ECONOMY,"0,0","0,0",2,492,662,"AA,AA","AA,AA","AA,AA","AA,AA",AS_TEST
203,12/13/23,16:02,MX,PVR,LAX,0,DFW,DFW,AA,"AA0353,AA1641","AA0971,AA0353",9/8/24,11:27,9/8/24,21:54,9/10/24,0:55,9/10/24,10:07,"LNN0ADM1,LNN0ADM1","VNN0ADM1,VNN0ADM1","L,L","V,V",10387,13219,2832,MXN,Expedia,,,0,E,ECONOMY,ECONOMY,"0,0","0,0",2,687,492,"AA,AA","AA,AA","AA,AA","AA,AA",AS_TEST
204,12/13/23,16:02,MX,PVR,LAX,0,DFW,PHX,AA,"AA0353,AA1641","AA0852,AA0554",9/8/24,11:27,9/8/24,21:54,9/10/24,6:05,9/10/24,12:22,"LNN0ADM1,LNN0ADM1","ONN7ADM1,ONN7ADM1","L,L","O,O",7625,10346,2721,MXN,Expedia,,,0,E,ECONOMY,ECONOMY,"0,0","0,0",2,687,317,"AA,AA","AA,AA","AA,AA","AA,AA",AS_TEST
205,12/13/23,16:02,MX,PVR,LAX,0,DFW,DFW,AA,"AA0353,AA1641","AA1540,AA0353",9/8/24,11:27,9/8/24,21:54,9/10/24,15:30,9/11/24,10:07,"LNN0ADM1,LNN0ADM1","VNN0ADM1,VNN0ADM1","L,L","V,V",10387,13219,2832,MXN,Expedia,,,0,E,ECONOMY,ECONOMY,"0,0","0,0",2,687,1057,"AA,AA","AA,AA","AA,AA","AA,AA",AS_TEST
206,12/13/23,16:02,MX,PVR,LAX,0,DFW,DFW,AA,"AA0353,AA1641","AA2833,AA0353",9/8/24,11:27,9/8/24,21:54,9/10/24,16:25,9/11/24,10:07,"LNN0ADM1,LNN0ADM1","VNN0ADM1,VNN0ADM1","L,L","V,V",10387,13219,2832,MXN,Expedia,,,0,E,ECONOMY,ECONOMY,"0,0","0,0",2,687,1002,"AA,AA","AA,AA","AA,AA","AA,AA",AS_TEST
207,12/13/23,16:02,MX,PVR,LAX,0,DFW,PHX,AA,"AA0353,AA1641","AA0493,AA0554",9/8/24,11:27,9/8/24,21:54,9/10/24,16:35,9/11/24,12:22,"LNN0ADM1,LNN0ADM1","GNN0NDM1,GNN0NDM1","L,L","G,G",9136,11918,2782,MXN,Expedia,,,0,E,ECONOMY,ECONOMY,"0,0","0,0",2,687,1127,"AA,AA","AA,AA","AA,AA","AA,AA",AS_TEST
208,12/13/23,16:02,MX,PVR,LAX,0,DFW,DFW,AA,"AA0353,AA1641","AA1504,AA0353",9/8/24,11:27,9/8/24,21:54,9/10/24,17:30,9/11/24,10:07,"LNN0ADM1,LNN0ADM1","GNN0NDM1,GNN0NDM1","L,L","G,G",9136,11918,2782,MXN,Expedia,,,0,E,ECONOMY,ECONOMY,"0,0","0,0",2,687,937,"AA,AA","AA,AA","AA,AA","AA,AA",AS_TEST
209,12/13/23,16:02,MX,PVR,LAX,0,DFW,DFW,AA,"AA0353,AA1641","AA1669,AA0353",9/8/24,11:27,9/8/24,21:54,9/10/24,18:30,9/11/24,10:07,"LNN0ADM1,LNN0ADM1","GNN0NDM1,GNN0NDM1","L,L","G,G",9136,11918,2782,MXN,Expedia,,,0,E,ECONOMY,ECONOMY,"0,0","0,0",2,687,877,"AA,AA","AA,AA","AA,AA","AA,AA",AS_TEST
210,12/13/23,16:02,MX,PVR,LAX,0,DFW,PHX,AA,"AA0353,AA1641","AA1675,AA0554",9/8/24,11:27,9/8/24,21:54,9/10/24,19:25,9/11/24,12:22,"LNN0ADM1,LNN0ADM1","GNN0NDM1,GNN0NDM1","L,L","G,G",9136,11918,2782,MXN,Expedia,,,0,E,ECONOMY,ECONOMY,"0,0","0,0",2,687,957,"AA,AA","AA,AA","AA,AA","AA,AA",AS_TEST
211,12/13/23,16:02,MX,PVR,LAX,0,DFW,DFW,AA,"AA0353,AA1641","AA1641,AA0353",9/8/24,11:27,9/8/24,21:54,9/10/24,23:59,9/11/24,10:07,"LNN0ADM1,LNN0ADM1","VNN0ADM1,VNN0ADM1","L,L","V,V",10387,13219,2832,MXN,Expedia,,,0,E,ECONOMY,ECONOMY,"0,0","0,0",2,687,548,"AA,AA","AA,AA","AA,AA","AA,AA",AS_TEST
212,12/13/23,16:02,MX,PVR,LAX,0,DFW,DFW,AA,"AA0353,AA1641","AA1641,AA1215",9/8/24,11:27,9/8/24,21:54,9/10/24,23:59,9/11/24,12:01,"LNN0ADM1,LNN0ADM1","LNN0ADM1,LNN0ADM1","L,L","L,L",11950,14844,2894,MXN,Expedia,,,0,E,ECONOMY,ECONOMY,"0,0","0,0",2,687,662,"AA,AA","AA,AA","AA,AA","AA,AA",AS_TEST
213,12/13/23,16:02,MX,PVR,LAX,0,DFW,DFW,AA,"AA0353,AA1639","AA0971,AA0353",9/8/24,11:27,9/9/24,7:24,9/10/24,0:55,9/10/24,10:07,"Y,Y","Y,Y","Y,Y","Y,Y",69510,74707,5197,MXN,Expedia,,,0,E,ECONOMY,ECONOMY,"0,0","0,0",2,1257,492,"AA,AA","AA,AA","AA,AA","AA,AA",AS_TEST
214,12/13/23,16:02,MX,PVR,LAX,0,DFW,PHX,AA,"AA0353,AA1639","AA0852,AA0554",9/8/24,11:27,9/9/24,7:24,9/10/24,6:05,9/10/24,12:22,"Y,Y","Y,Y","Y,Y","Y,Y",69510,74707,5197,MXN,Expedia,,,0,E,ECONOMY,ECONOMY,"0,0","0,0",2,1257,317,"AA,AA","AA,AA","AA,AA","AA,AA",AS_TEST
215,12/13/23,16:02,MX,PVR,LAX,0,DFW,DFW,AA,"AA0353,AA1639","AA1540,AA0353",9/8/24,11:27,9/9/24,7:24,9/10/24,15:30,9/11/24,10:07,"LNN0ADM1,LNN0ADM1","VNN0ADM1,VNN0ADM1","L,L","V,V",10387,13219,2832,MXN,Expedia,,,0,E,ECONOMY,ECONOMY,"0,0","0,0",2,1257,1057,"AA,AA","AA,AA","AA,AA","AA,AA",AS_TEST
216,12/13/23,16:02,MX,PVR,LAX,0,DFW,DFW,AA,"AA0353,AA1639","AA2833,AA0353",9/8/24,11:27,9/9/24,7:24,9/10/24,16:25,9/11/24,10:07,"LNN0ADM1,LNN0ADM1","VNN0ADM1,VNN0ADM1","L,L","V,V",10387,13219,2832,MXN,Expedia,,,0,E,ECONOMY,ECONOMY,"0,0","0,0",2,1257,1002,"AA,AA","AA,AA","AA,AA","AA,AA",AS_TEST
217,12/13/23,16:02,MX,PVR,LAX,0,DFW,PHX,AA,"AA0353,AA1639","AA0493,AA0554",9/8/24,11:27,9/9/24,7:24,9/10/24,16:35,9/11/24,12:22,"LNN0ADM1,LNN0ADM1","GNN0NDM1,GNN0NDM1","L,L","G,G",9136,11918,2782,MXN,Expedia,,,0,E,ECONOMY,ECONOMY,"0,0","0,0",2,1257,1127,"AA,AA","AA,AA","AA,AA","AA,AA",AS_TEST
218,12/13/23,16:02,MX,PVR,LAX,0,DFW,DFW,AA,"AA0353,AA1639","AA1504,AA0353",9/8/24,11:27,9/9/24,7:24,9/10/24,17:30,9/11/24,10:07,"LNN0ADM1,LNN0ADM1","GNN0NDM1,GNN0NDM1","L,L","G,G",9136,11918,2782,MXN,Expedia,,,0,E,ECONOMY,ECONOMY,"0,0","0,0",2,1257,937,"AA,AA","AA,AA","AA,AA","AA,AA",AS_TEST
219,12/13/23,16:02,MX,PVR,LAX,0,DFW,DFW,AA,"AA0353,AA1639","AA1669,AA0353",9/8/24,11:27,9/9/24,7:24,9/10/24,18:30,9/11/24,10:07,"LNN0ADM1,LNN0ADM1","GNN0NDM1,GNN0NDM1","L,L","G,G",9136,11918,2782,MXN,Expedia,,,0,E,ECONOMY,ECONOMY,"0,0","0,0",2,1257,877,"AA,AA","AA,AA","AA,AA","AA,AA",AS_TEST
220,12/13/23,16:02,MX,PVR,LAX,0,DFW,PHX,AA,"AA0353,AA1639","AA1675,AA0554",9/8/24,11:27,9/9/24,7:24,9/10/24,19:25,9/11/24,12:22,"LNN0ADM1,LNN0ADM1","GNN0NDM1,GNN0NDM1","L,L","G,G",9136,11918,2782,MXN,Expedia,,,0,E,ECONOMY,ECONOMY,"0,0","0,0",2,1257,957,"AA,AA","AA,AA","AA,AA","AA,AA",AS_TEST
221,12/13/23,16:02,MX,PVR,LAX,0,DFW,DFW,AA,"AA0353,AA1639","AA1641,AA0353",9/8/24,11:27,9/9/24,7:24,9/10/24,23:59,9/11/24,10:07,"LNN0ADM1,LNN0ADM1","VNN0ADM1,VNN0ADM1","L,L","V,V",10387,13219,2832,MXN,Expedia,,,0,E,ECONOMY,ECONOMY,"0,0","0,0",2,1257,548,"AA,AA","AA,AA","AA,AA","AA,AA",AS_TEST
222,12/13/23,16:02,MX,PVR,LAX,0,DFW,DFW,AA,"AA0353,AA1639","AA1641,AA1215",9/8/24,11:27,9/9/24,7:24,9/10/24,23:59,9/11/24,12:01,"LNN0ADM1,LNN0ADM1","LNN0ADM1,LNN0ADM1","L,L","L,L",11950,14844,2894,MXN,Expedia,,,0,E,ECONOMY,ECONOMY,"0,0","0,0",2,1257,662,"AA,AA","AA,AA","AA,AA","AA,AA",AS_TEST
223,12/13/23,16:02,MX,PVR,LAX,0,DFW,DFW,AA,"AA0353,AA1660","AA0971,AA0353",9/8/24,11:27,9/9/24,8:23,9/10/24,0:55,9/10/24,10:07,"Y,Y","Y,Y","Y,Y","Y,Y",69510,74707,5197,MXN,Expedia,,,0,E,ECONOMY,ECONOMY,"0,0","0,0",2,1316,492,"AA,AA","AA,AA","AA,AA","AA,AA",AS_TEST
224,12/13/23,16:02,MX,PVR,LAX,0,DFW,PHX,AA,"AA0353,AA1660","AA0852,AA0554",9/8/24,11:27,9/9/24,8:23,9/10/24,6:05,9/10/24,12:22,"Y,Y","Y,Y","Y,Y","Y,Y",69510,74707,5197,MXN,Expedia,,,0,E,ECONOMY,ECONOMY,"0,0","0,0",2,1316,317,"AA,AA","AA,AA","AA,AA","AA,AA",AS_TEST
225,12/13/23,16:02,MX,PVR,LAX,0,DFW,DFW,AA,"AA0353,AA1660","AA1540,AA0353",9/8/24,11:27,9/9/24,8:23,9/10/24,15:30,9/11/24,10:07,"LNN0ADM1,LNN0ADM1","VNN0ADM1,VNN0ADM1","L,L","V,V",10387,13219,2832,MXN,Expedia,,,0,E,ECONOMY,ECONOMY,"0,0","0,0",2,1316,1057,"AA,AA","AA,AA","AA,AA","AA,AA",AS_TEST
226,12/13/23,16:02,MX,PVR,LAX,0,DFW,DFW,AA,"AA0353,AA1660","AA2833,AA0353",9/8/24,11:27,9/9/24,8:23,9/10/24,16:25,9/11/24,10:07,"LNN0ADM1,LNN0ADM1","VNN0ADM1,VNN0ADM1","L,L","V,V",10387,13219,2832,MXN,Expedia,,,0,E,ECONOMY,ECONOMY,"0,0","0,0",2,1316,1002,"AA,AA","AA,AA","AA,AA","AA,AA",AS_TEST
227,12/13/23,16:02,MX,PVR,LAX,0,DFW,PHX,AA,"AA0353,AA1660","AA0493,AA0554",9/8/24,11:27,9/9/24,8:23,9/10/24,16:35,9/11/24,12:22,"LNN0ADM1,LNN0ADM1","GNN0NDM1,GNN0NDM1","L,L","G,G",9136,11918,2782,MXN,Expedia,,,0,E,ECONOMY,ECONOMY,"0,0","0,0",2,1316,1127,"AA,AA","AA,AA","AA,AA","AA,AA",AS_TEST
228,12/13/23,16:02,MX,PVR,LAX,0,DFW,DFW,AA,"AA0353,AA1660","AA1504,AA0353",9/8/24,11:27,9/9/24,8:23,9/10/24,17:30,9/11/24,10:07,"LNN0ADM1,LNN0ADM1","GNN0NDM1,GNN0NDM1","L,L","G,G",9136,11918,2782,MXN,Expedia,,,0,E,ECONOMY,ECONOMY,"0,0","0,0",2,1316,937,"AA,AA","AA,AA","AA,AA","AA,AA",AS_TEST
229,12/13/23,16:02,MX,PVR,LAX,0,DFW,DFW,AA,"AA0353,AA1660","AA1669,AA0353",9/8/24,11:27,9/9/24,8:23,9/10/24,18:30,9/11/24,10:07,"LNN0ADM1,LNN0ADM1","GNN0NDM1,GNN0NDM1","L,L","G,G",9136,11918,2782,MXN,Expedia,,,0,E,ECONOMY,ECONOMY,"0,0","0,0",2,1316,877,"AA,AA","AA,AA","AA,AA","AA,AA",AS_TEST
230,12/13/23,16:02,MX,PVR,LAX,0,DFW,PHX,AA,"AA0353,AA1660","AA1675,AA0554",9/8/24,11:27,9/9/24,8:23,9/10/24,19:25,9/11/24,12:22,"LNN0ADM1,LNN0ADM1","GNN0NDM1,GNN0NDM1","L,L","G,G",9136,11918,2782,MXN,Expedia,,,0,E,ECONOMY,ECONOMY,"0,0","0,0",2,1316,957,"AA,AA","AA,AA","AA,AA","AA,AA",AS_TEST
231,12/13/23,16:02,MX,PVR,LAX,0,DFW,DFW,AA,"AA0353,AA1660","AA1641,AA0353",9/8/24,11:27,9/9/24,8:23,9/10/24,23:59,9/11/24,10:07,"LNN0ADM1,LNN0ADM1","VNN0ADM1,VNN0ADM1","L,L","V,V",10387,13219,2832,MXN,Expedia,,,0,E,ECONOMY,ECONOMY,"0,0","0,0",2,1316,548,"AA,AA","AA,AA","AA,AA","AA,AA",AS_TEST
232,12/13/23,16:02,MX,PVR,LAX,0,DFW,DFW,AA,"AA0353,AA1660","AA1641,AA1215",9/8/24,11:27,9/9/24,8:23,9/10/24,23:59,9/11/24,12:01,"LNN0ADM1,LNN0ADM1","LNN0ADM1,LNN0ADM1","L,L","L,L",11950,14844,2894,MXN,Expedia,,,0,E,ECONOMY,ECONOMY,"0,0","0,0",2,1316,662,"AA,AA","AA,AA","AA,AA","AA,AA",AS_TEST
233,12/13/23,16:02,MX,PVR,LAX,0,DFW,DFW,AA,"AA0353,AA1994","AA0971,AA0353",9/8/24,11:27,9/9/24,9:35,9/10/24,0:55,9/10/24,10:07,"Y,Y","Y,Y","Y,Y","Y,Y",69510,74707,5197,MXN,Expedia,,,0,E,ECONOMY,ECONOMY,"0,0","0,0",2,1388,492,"AA,AA","AA,AA","AA,AA","AA,AA",AS_TEST
234,12/13/23,16:02,MX,PVR,LAX,0,DFW,PHX,AA,"AA0353,AA1994","AA0852,AA0554",9/8/24,11:27,9/9/24,9:35,9/10/24,6:05,9/10/24,12:22,"Y,Y","Y,Y","Y,Y","Y,Y",69510,74707,5197,MXN,Expedia,,,0,E,ECONOMY,ECONOMY,"0,0","0,0",2,1388,317,"AA,AA","AA,AA","AA,AA","AA,AA",AS_TEST
235,12/13/23,16:02,MX,PVR,LAX,0,DFW,DFW,AA,"AA0353,AA1994","AA1540,AA0353",9/8/24,11:27,9/9/24,9:35,9/10/24,15:30,9/11/24,10:07,"LNN0ADM1,LNN0ADM1","VNN0ADM1,VNN0ADM1","L,L","V,V",10387,13219,2832,MXN,Expedia,,,0,E,ECONOMY,ECONOMY,"0,0","0,0",2,1388,1057,"AA,AA","AA,AA","AA,AA","AA,AA",AS_TEST
236,12/13/23,16:02,MX,PVR,LAX,0,DFW,DFW,AA,"AA0353,AA1994","AA2833,AA0353",9/8/24,11:27,9/9/24,9:35,9/10/24,16:25,9/11/24,10:07,"LNN0ADM1,LNN0ADM1","VNN0ADM1,VNN0ADM1","L,L","V,V",10387,13219,2832,MXN,Expedia,,,0,E,ECONOMY,ECONOMY,"0,0","0,0",2,1388,1002,"AA,AA","AA,AA","AA,AA","AA,AA",AS_TEST
237,12/13/23,16:02,MX,PVR,LAX,0,DFW,PHX,AA,"AA0353,AA1994","AA0493,AA0554",9/8/24,11:27,9/9/24,9:35,9/10/24,16:35,9/11/24,12:22,"LNN0ADM1,LNN0ADM1","GNN0NDM1,GNN0NDM1","L,L","G,G",9136,11918,2782,MXN,Expedia,,,0,E,ECONOMY,ECONOMY,"0,0","0,0",2,1388,1127,"AA,AA","AA,AA","AA,AA","AA,AA",AS_TEST
238,12/13/23,16:02,MX,PVR,LAX,0,DFW,DFW,AA,"AA0353,AA1994","AA1504,AA0353",9/8/24,11:27,9/9/24,9:35,9/10/24,17:30,9/11/24,10:07,"LNN0ADM1,LNN0ADM1","GNN0NDM1,GNN0NDM1","L,L","G,G",9136,11918,2782,MXN,Expedia,,,0,E,ECONOMY,ECONOMY,"0,0","0,0",2,1388,937,"AA,AA","AA,AA","AA,AA","AA,AA",AS_TEST
239,12/13/23,16:02,MX,PVR,LAX,0,DFW,DFW,AA,"AA0353,AA1994","AA1669,AA0353",9/8/24,11:27,9/9/24,9:35,9/10/24,18:30,9/11/24,10:07,"LNN0ADM1,LNN0ADM1","GNN0NDM1,GNN0NDM1","L,L","G,G",9136,11918,2782,MXN,Expedia,,,0,E,ECONOMY,ECONOMY,"0,0","0,0",2,1388,877,"AA,AA","AA,AA","AA,AA","AA,AA",AS_TEST
240,12/13/23,16:02,MX,PVR,LAX,0,DFW,PHX,AA,"AA0353,AA1994","AA1675,AA0554",9/8/24,11:27,9/9/24,9:35,9/10/24,19:25,9/11/24,12:22,"LNN0ADM1,LNN0ADM1","GNN0NDM1,GNN0NDM1","L,L","G,G",9136,11918,2782,MXN,Expedia,,,0,E,ECONOMY,ECONOMY,"0,0","0,0",2,1388,957,"AA,AA","AA,AA","AA,AA","AA,AA",AS_TEST
241,12/13/23,16:02,MX,PVR,LAX,0,DFW,DFW,AA,"AA0353,AA1994","AA1641,AA0353",9/8/24,11:27,9/9/24,9:35,9/10/24,23:59,9/11/24,10:07,"LNN0ADM1,LNN0ADM1","VNN0ADM1,VNN0ADM1","L,L","V,V",10387,13219,2832,MXN,Expedia,,,0,E,ECONOMY,ECONOMY,"0,0","0,0",2,1388,548,"AA,AA","AA,AA","AA,AA","AA,AA",AS_TEST
242,12/13/23,16:02,MX,PVR,LAX,0,DFW,DFW,AA,"AA0353,AA1994","AA1641,AA1215",9/8/24,11:27,9/9/24,9:35,9/10/24,23:59,9/11/24,12:01,"LNN0ADM1,LNN0ADM1","LNN0ADM1,LNN0ADM1","L,L","L,L",11950,14844,2894,MXN,Expedia,,,0,E,ECONOMY,ECONOMY,"0,0","0,0",2,1388,662,"AA,AA","AA,AA","AA,AA","AA,AA",AS_TEST
243,12/13/23,16:02,MX,PVR,LAX,0,DFW,DFW,AA,"AA0353,AA1582","AA0971,AA0353",9/8/24,11:27,9/9/24,12:47,9/10/24,0:55,9/10/24,10:07,"Y,Y","Y,Y","Y,Y","Y,Y",69510,74707,5197,MXN,Expedia,,,0,E,ECONOMY,ECONOMY,"0,0","0,0",2,1580,492,"AA,AA","AA,AA","AA,AA","AA,AA",AS_TEST
244,12/13/23,16:02,MX,PVR,LAX,0,DFW,PHX,AA,"AA0353,AA1582","AA0852,AA0554",9/8/24,11:27,9/9/24,12:47,9/10/24,6:05,9/10/24,12:22,"Y,Y","Y,Y","Y,Y","Y,Y",69510,74707,5197,MXN,Expedia,,,0,E,ECONOMY,ECONOMY,"0,0","0,0",2,1580,317,"AA,AA","AA,AA","AA,AA","AA,AA",AS_TEST
245,12/13/23,16:02,MX,PVR,LAX,0,DFW,DFW,AA,"AA0353,AA1582","AA1540,AA0353",9/8/24,11:27,9/9/24,12:47,9/10/24,15:30,9/11/24,10:07,"LNN0ADM1,LNN0ADM1","VNN0ADM1,VNN0ADM1","L,L","V,V",10387,13219,2832,MXN,Expedia,,,0,E,ECONOMY,ECONOMY,"0,0","0,0",2,1580,1057,"AA,AA","AA,AA","AA,AA","AA,AA",AS_TEST
246,12/13/23,16:02,MX,PVR,LAX,0,DFW,DFW,AA,"AA0353,AA1582","AA2833,AA0353",9/8/24,11:27,9/9/24,12:47,9/10/24,16:25,9/11/24,10:07,"LNN0ADM1,LNN0ADM1","VNN0ADM1,VNN0ADM1","L,L","V,V",10387,13219,2832,MXN,Expedia,,,0,E,ECONOMY,ECONOMY,"0,0","0,0",2,1580,1002,"AA,AA","AA,AA","AA,AA","AA,AA",AS_TEST
247,12/13/23,16:02,MX,PVR,LAX,0,DFW,PHX,AA,"AA0353,AA1582","AA0493,AA0554",9/8/24,11:27,9/9/24,12:47,9/10/24,16:35,9/11/24,12:22,"LNN0ADM1,LNN0ADM1","GNN0NDM1,GNN0NDM1","L,L","G,G",9136,11918,2782,MXN,Expedia,,,0,E,ECONOMY,ECONOMY,"0,0","0,0",2,1580,1127,"AA,AA","AA,AA","AA,AA","AA,AA",AS_TEST
248,12/13/23,16:02,MX,PVR,LAX,0,DFW,DFW,AA,"AA0353,AA1582","AA1504,AA0353",9/8/24,11:27,9/9/24,12:47,9/10/24,17:30,9/11/24,10:07,"LNN0ADM1,LNN0ADM1","GNN0NDM1,GNN0NDM1","L,L","G,G",9136,11918,2782,MXN,Expedia,,,0,E,ECONOMY,ECONOMY,"0,0","0,0",2,1580,937,"AA,AA","AA,AA","AA,AA","AA,AA",AS_TEST
